1,2,0,spin 27,1024
2,3,0,spin 27,1024
3,4,0,spin 27,1024
4,5,0,spin 27,1024
5,6,0,spin 27,1024
6,7,0,spin 27,1024
7,8,0,spin 27,1024
8,9,0,spin 27,1024
9,10,0,spin 27,1024
10,11,0,spin 27,1024
