1,2,0,spin 27,128
2,3,0,spin 27,128
3,4,0,spin 27,128
4,5,0,spin 27,128
5,6,0,spin 27,128
6,7,0,spin 27,128
7,8,0,spin 27,128
8,9,0,spin 27,128
9,10,0,spin 27,128
10,11,0,spin 27,128
